"sensor__sensor_type__name","sensor__sensor_type__manufacturer","sensor__sensor_type__id","sensor__pin","sensor__id","location__country","location__altitude","location__longitude","location__latitude","location__id","timestamp","sampling_rate","sensordatavalues__value_type","sensordatavalues__value","sensordatavalues__id","id"
"SDS011","Nova Fitness","14","1","12725","LU","244.1","6.1060","49.7540","6427","2018-12-08 15:09:53","null","P1","15.03","5225770999","2457151380"
"","","","","","","","","","","","","P2","2.37","5225771000",""
"DHT22","various","9","7","12726","LU","244.1","6.1060","49.7540","6427","2018-12-08 15:09:53","null","humidity","93.50","5225771059","2457151409"
"","","","","","","","","","","","","temperature","8.90","5225771057",""
"SDS011","Nova Fitness","14","1","12699","LU","328.9","6.0600","49.5700","6414","2018-12-08 15:09:58","null","P1","24.13","5225771762","2457151740"
"","","","","","","","","","","","","P2","3.97","5225771763",""
"DHT22","various","9","7","12700","LU","328.9","6.0600","49.5700","6414","2018-12-08 15:09:58","null","humidity","99.90","5225771820","2457151767"
"","","","","","","","","","","","","temperature","7.00","5225771819",""
"SDS011","Nova Fitness","14","1","14247","LU","361.3","6.0040","49.8260","7208","2018-12-08 15:09:59","null","P1","16.17","5225771835","2457151775"
"","","","","","","","","","","","","P2","4.80","5225771836",""
"DHT22","various","9","7","14248","LU","361.3","6.0040","49.8260","7208","2018-12-08 15:09:59","null","humidity","99.90","5225771898","2457151806"
"","","","","","","","","","","","","temperature","6.80","5225771897",""
"SDS011","Nova Fitness","14","1","16703","LU","201.1","6.1140","49.8580","8468","2018-12-08 15:10:05","null","P1","2.93","5225772661","2457152171"
"","","","","","","","","","","","","P2","1.53","5225772663",""
"SDS011","Nova Fitness","14","1","13847","LU","231.8","6.0940","49.7520","6994","2018-12-08 15:10:05","null","P1","16.65","5225772770","2457152219"
"","","","","","","","","","","","","P2","2.53","5225772772",""
"DHT22","various","9","7","13848","LU","231.8","6.0940","49.7520","6994","2018-12-08 15:10:06","null","humidity","99.90","5225772823","2457152250"
"","","","","","","","","","","","","temperature","8.10","5225772822",""
"SDS011","Nova Fitness","14","1","7971","LU","240.6","6.1200","49.7580","4031","2018-12-08 15:10:11","null","P1","5.63","5225774163","2457152872"
"","","","","","","","","","","","","P2","2.33","5225774167",""
"DHT22","various","9","7","7972","LU","240.6","6.1200","49.7580","4031","2018-12-08 15:10:11","null","humidity","99.90","5225774240","2457152909"
"","","","","","","","","","","","","temperature","7.00","5225774239",""
"DHT22","various","9","7","10818","LU","272.2","6.1160","49.6020","5461","2018-12-08 15:10:25","null","humidity","99.90","5225776182","2457153826"
"","","","","","","","","","","","","temperature","8.20","5225776181",""
"SDS011","Nova Fitness","14","1","12114","LU","165.9","6.4180","49.8100","6121","2018-12-08 15:10:35","null","P1","11.17","5225777554","2457154482"
"","","","","","","","","","","","","P2","3.10","5225777556",""
"DHT22","various","9","7","12115","LU","165.9","6.4180","49.8100","6121","2018-12-08 15:10:36","null","humidity","99.90","5225777606","2457154504"
"","","","","","","","","","","","","temperature","9.70","5225777603",""
"SDS011","Nova Fitness","14","1","13112","LU","240.9","6.1000","49.7520","6622","2018-12-08 15:11:10","null","P1","11.03","5225782527","2457156836"
"","","","","","","","","","","","","P2","2.43","5225782528",""
"DHT22","various","9","7","13113","LU","240.9","6.1000","49.7520","6622","2018-12-08 15:11:10","null","humidity","99.90","5225782599","2457156869"
"","","","","","","","","","","","","temperature","7.50","5225782598",""
"SDS011","Nova Fitness","14","1","18971","LU","231.9","6.0960","49.7440","9620","2018-12-08 15:11:11","null","P1","21.73","5225782683","2457156909"
"","","","","","","","","","","","","P2","5.77","5225782684",""
"DHT22","various","9","7","18972","LU","231.9","6.0960","49.7440","9620","2018-12-08 15:11:11","null","humidity","95.10","5225782791","2457156961"
"","","","","","","","","","","","","temperature","7.70","5225782790",""
"SDS011","Nova Fitness","14","1","12886","LU","229.9","6.0940","49.7460","6511","2018-12-08 15:11:16","null","P1","15.10","5225784112","2457157597"
"","","","","","","","","","","","","P2","3.37","5225784114",""
"DHT22","various","9","7","12887","LU","229.9","6.0940","49.7460","6511","2018-12-08 15:11:16","null","humidity","99.90","5225784165","2457157622"
"","","","","","","","","","","","","temperature","7.20","5225784164",""
"SDS011","Nova Fitness","14","1","18342","LU","225.6","6.0820","49.7440","9298","2018-12-08 15:11:25","null","P1","11.37","5225785636","2457158334"
"","","","","","","","","","","","","P2","2.33","5225785637",""
"DHT22","various","9","7","18343","LU","225.6","6.0820","49.7440","9298","2018-12-08 15:11:25","null","humidity","99.90","5225785690","2457158359"
"","","","","","","","","","","","","temperature","7.40","5225785689",""
"SDS011","Nova Fitness","14","1","13281","LU","225.2","6.1160","49.7560","6709","2018-12-08 15:11:27","null","P1","0.00","5225785927","2457158474"
"","","","","","","","","","","","","P2","0.00","5225785929",""
"DHT22","various","9","7","13282","LU","225.2","6.1160","49.7560","6709","2018-12-08 15:11:27","null","humidity","59.30","5225786003","2457158509"
"","","","","","","","","","","","","temperature","17.20","5225786002",""
"SDS011","Nova Fitness","14","1","12910","LU","241.1","6.1200","49.7580","6523","2018-12-08 15:11:46","null","P1","12.50","5225789299","2457160080"
"","","","","","","","","","","","","P2","2.53","5225789300",""
"DHT22","various","9","7","12911","LU","241.1","6.1200","49.7580","6523","2018-12-08 15:11:46","null","humidity","99.90","5225789328","2457160093"
"","","","","","","","","","","","","temperature","7.50","5225789327",""
"SDS011","Nova Fitness","14","1","9400","LU","287.7","6.1400","49.5920","4740","2018-12-08 15:11:48","null","P1","0.00","5225789532","2457160193"
"","","","","","","","","","","","","P2","0.00","5225789533",""
"SDS011","Nova Fitness","14","1","12760","LU","225.5","6.1140","49.7420","6444","2018-12-08 15:11:49","null","P1","9.00","5225789565","2457160209"
"","","","","","","","","","","","","P2","3.20","5225789566",""
"DHT22","various","9","7","12761","LU","225.5","6.1140","49.7420","6444","2018-12-08 15:11:49","null","humidity","99.90","5225789614","2457160232"
"","","","","","","","","","","","","temperature","7.20","5225789613",""
"SDS011","Nova Fitness","14","1","12008","LU","175.8","6.3620","49.5860","6063","2018-12-08 15:12:01","null","P1","12.77","5225791300","2457161031"
"","","","","","","","","","","","","P2","3.27","5225791301",""
