"location__latitude","location__country","location__altitude","location__longitude","location__id","timestamp","sensor__pin","sensor__sensor_type__manufacturer","sensor__sensor_type__name","sensor__sensor_type__id","sensor__id","sensordatavalues__value_type","sensordatavalues__value","sensordatavalues__id","sampling_rate","id"
"","","","","","","","","","","","P2","1.10","5420189752","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-22 12:42:28","7","various","DHT22","9","7972","humidity","99.90","5420189785","null","2549473570"
"","","","","","","","","","","","temperature","10.00","5420189784","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-22 12:42:34","1","Nova Fitness","SDS011","14","12910","P1","11.17","5420190299","null","2549473809"
"","","","","","","","","","","","P2","2.43","5420190300","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-22 12:42:34","7","various","DHT22","9","12911","humidity","99.90","5420190348","null","2549473830"
"","","","","","","","","","","","temperature","9.60","5420190347","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-22 12:42:40","1","Nova Fitness","SDS011","14","12008","P1","8.10","5420191471","null","2549474365"
"","","","","","","","","","","","P2","2.00","5420191472","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-22 12:42:40","7","various","DHT22","9","12009","humidity","99.90","5420191520","null","2549474389"
"","","","","","","","","","","","temperature","10.30","5420191519","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-22 12:42:49","1","Nova Fitness","SDS011","14","12760","P1","9.83","5420192905","null","2549475046"
"","","","","","","","","","","","P2","2.43","5420192907","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-22 12:42:50","7","various","DHT22","9","12761","humidity","99.90","5420192974","null","2549475077"
"","","","","","","","","","","","temperature","9.50","5420192973","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-22 12:43:17","1","Nova Fitness","SDS011","14","18342","P1","8.57","5420197229","null","2549477104"
"","","","","","","","","","","","P2","1.93","5420197230","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-22 12:43:17","7","various","DHT22","9","18343","humidity","99.90","5420197288","null","2549477132"
"","","","","","","","","","","","temperature","9.80","5420197286","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-22 12:43:19","1","Nova Fitness","SDS011","14","12114","P1","6.17","5420197453","null","2549477212"
"","","","","","","","","","","","P2","2.07","5420197455","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-22 12:43:19","7","various","DHT22","9","12115","humidity","99.90","5420197505","null","2549477236"
"","","","","","","","","","","","temperature","11.70","5420197504","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-22 12:43:30","1","Nova Fitness","SDS011","14","12725","P1","7.00","5420199337","null","2549478111"
"","","","","","","","","","","","P2","2.27","5420199338","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-22 12:43:30","7","various","DHT22","9","12726","humidity","93.30","5420199414","null","2549478146"
"","","","","","","","","","","","temperature","11.20","5420199413","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-22 12:43:33","1","Nova Fitness","SDS011","14","18971","P1","6.97","5420199942","null","2549478393"
"","","","","","","","","","","","P2","2.13","5420199943","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-22 12:43:34","7","various","DHT22","9","18972","humidity","98.60","5420200008","null","2549478423"
"","","","","","","","","","","","temperature","9.60","5420200007","",""
"49.8580","LU","201.1","6.1140","8468","2018-12-22 12:43:37","1","Nova Fitness","SDS011","14","16703","P1","9.05","5420200766","null","2549478784"
"","","","","","","","","","","","P2","2.37","5420200768","",""
"49.5420","LU","265.7","6.1980","6626","2018-12-22 12:43:38","7","various","DHT22","9","13121","humidity","99.90","5420200805","null","2549478803"
"","","","","","","","","","","","temperature","10.50","5420200804","",""
"49.5920","LU","287.7","6.1400","4740","2018-12-22 12:43:43","1","Nova Fitness","SDS011","14","9400","P1","4.83","5420201740","null","2549479250"
"","","","","","","","","","","","P2","2.20","5420201741","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-22 12:44:12","1","Nova Fitness","SDS011","14","13847","P1","4.85","5420207551","null","2549482014"
"","","","","","","","","","","","P2","1.80","5420207552","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-22 12:44:13","7","various","DHT22","9","13848","humidity","99.90","5420207616","null","2549482044"
"","","","","","","","","","","","temperature","10.50","5420207615","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-22 12:44:24","1","Nova Fitness","SDS011","14","13112","P1","30.97","5420209539","null","2549482958"
"","","","","","","","","","","","P2","19.67","5420209541","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-22 12:44:26","7","various","DHT22","9","13113","humidity","99.90","5420209830","null","2549483096"
"","","","","","","","","","","","temperature","9.70","5420209829","",""
"49.8260","LU","361.3","6.0040","7208","2018-12-22 12:44:31","1","Nova Fitness","SDS011","14","14247","P1","5.27","5420210643","null","2549483484"
"","","","","","","","","","","","P2","1.80","5420210644","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-22 12:44:32","1","Nova Fitness","SDS011","14","13281","P1","0.00","5420210783","null","2549483550"
"","","","","","","","","","","","P2","0.00","5420210784","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-22 12:44:33","7","various","DHT22","9","13282","humidity","59.50","5420210828","null","2549483571"
"","","","","","","","","","","","temperature","17.20","5420210827","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-22 12:44:34","1","Nova Fitness","SDS011","14","12886","P1","13.40","5420210996","null","2549483651"
"","","","","","","","","","","","P2","2.80","5420210997","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-22 12:44:34","7","various","DHT22","9","12887","humidity","99.90","5420211051","null","2549483676"
"","","","","","","","","","","","temperature","9.60","5420211050","",""
"49.5700","LU","328.9","6.0600","6414","2018-12-22 12:44:46","1","Nova Fitness","SDS011","14","12699","P1","3.43","5420212768","null","2549484491"
"","","","","","","","","","","","P2","1.10","5420212769","",""
"49.5700","LU","328.9","6.0600","6414","2018-12-22 12:44:47","7","various","DHT22","9","12700","humidity","99.90","5420212841","null","2549484525"
"","","","","","","","","","","","temperature","9.40","5420212839","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-22 12:44:54","1","Nova Fitness","SDS011","14","7971","P1","10.50","5420213815","null","2549484988"
"","","","","","","","","","","","P2","3.17","5420213816","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-22 12:44:54","7","various","DHT22","9","7972","humidity","99.90","5420213866","null","2549485012"
"","","","","","","","","","","","temperature","9.80","5420213865","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-22 12:45:00","1","Nova Fitness","SDS011","14","12910","P1","5.60","5420214433","null","2549485279"
"","","","","","","","","","","","P2","2.10","5420214435","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-22 12:45:01","7","various","DHT22","9","12911","humidity","99.90","5420214484","null","2549485302"
"","","","","","","","","","","","temperature","9.60","5420214483","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-22 12:45:08","1","Nova Fitness","SDS011","14","12008","P1","7.20","5420215423","null","2549485744"
"","","","","","","","","","","","P2","1.97","5420215424","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-22 12:45:10","7","various","DHT22","9","12009","humidity","99.90","5420215762","null","2549485908"
"","","","","","","","","","","","temperature","10.30","5420215761","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-22 12:45:16","1","Nova Fitness","SDS011","14","12760","P1","7.97","5420216980","null","2549486481"
"","","","","","","","","","","","P2","2.30","5420216981","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-22 12:45:16","7","various","DHT22","9","12761","humidity","99.90","5420217032","null","2549486505"
"","","","","","","","","","","","temperature","9.50","5420217031","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-22 12:45:44","1","Nova Fitness","SDS011","14","18342","P1","10.30","5420221360","null","2549488563"
"","","","","","","","","","","","P2","1.97","5420221362","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-22 12:45:44","7","various","DHT22","9","18343","humidity","99.90","5420221411","null","2549488586"
"","","","","","","","","","","","temperature","9.70","5420221410","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-22 12:45:46","1","Nova Fitness","SDS011","14","12114","P1","4.77","5420221730","null","2549488742"
"","","","","","","","","","","","P2","2.43","5420221732","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-22 12:45:46","7","various","DHT22","9","12115","humidity","99.90","5420221781","null","2549488765"
"","","","","","","","","","","","temperature","11.80","5420221780","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-22 12:45:57","1","Nova Fitness","SDS011","14","12725","P1","14.30","5420223555","null","2549489616"
"","","","","","","","","","","","P2","3.07","5420223556","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-22 12:45:58","7","various","DHT22","9","12726","humidity","93.30","5420223629","null","2549489651"
"","","","","","","","","","","","temperature","11.20","5420223628","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-22 12:46:00","1","Nova Fitness","SDS011","14","18971","P1","8.53","5420224003","null","2549489822"
"","","","","","","","","","","","P2","2.27","5420224004","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-22 12:46:00","7","various","DHT22","9","18972","humidity","98.20","5420224079","null","2549489858"
"","","","","","","","","","","","temperature","9.60","5420224078","",""
"49.8580","LU","201.1","6.1140","8468","2018-12-22 12:46:06","1","Nova Fitness","SDS011","14","16703","P1","9.43","5420225119","null","2549490353"
"","","","","","","","","","","","P2","3.05","5420225120","",""
"49.5920","LU","287.7","6.1400","4740","2018-12-22 12:46:09","1","Nova Fitness","SDS011","14","9400","P1","8.13","5420225827","null","2549490685"
"","","","","","","","","","","","P2","2.20","5420225828","",""
"49.5420","LU","265.7","6.1980","6626","2018-12-22 12:46:14","7","various","DHT22","9","13121","humidity","99.90","5420226547","null","2549491028"
"","","","","","","","","","","","temperature","10.60","5420226546","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-22 12:46:40","1","Nova Fitness","SDS011","14","13847","P1","8.25","5420230415","null","2549492882"
"","","","","","","","","","","","P2","2.85","5420230418","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-22 12:46:40","7","various","DHT22","9","13848","humidity","99.90","5420230521","null","2549492931"
"","","","","","","","","","","","temperature","10.50","5420230520","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-22 12:46:52","1","Nova Fitness","SDS011","14","13112","P1","9.93","5420233249","null","2549494218"
"","","","","","","","","","","","P2","3.17","5420233250","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-22 12:46:53","7","various","DHT22","9","13113","humidity","99.90","5420233432","null","2549494305"
"","","","","","","","","","","","temperature","9.70","5420233431","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-22 12:46:59","1","Nova Fitness","SDS011","14","13281","P1","0.00","5420234458","null","2549494791"
"","","","","","","","","","","","P2","0.00","5420234459","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-22 12:46:59","7","various","DHT22","9","13282","humidity","59.50","5420234500","null","2549494810"
"","","","","","","","","","","","temperature","17.20","5420234499","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-22 12:47:01","1","Nova Fitness","SDS011","14","12886","P1","10.27","5420234660","null","2549494885"
"","","","","","","","","","","","P2","2.10","5420234662","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-22 12:47:01","7","various","DHT22","9","12887","humidity","99.90","5420234719","null","2549494912"
"","","","","","","","","","","","temperature","9.50","5420234718","",""
