"location__id","location__country","location__latitude","location__altitude","location__longitude","id","sensor__id","sensor__sensor_type__name","sensor__sensor_type__id","sensor__sensor_type__manufacturer","sensor__pin","timestamp","sensordatavalues__value_type","sensordatavalues__id","sensordatavalues__value","sampling_rate"
"8468","LU","49.8580","201.1","6.1140","2451845291","16703","SDS011","14","Nova Fitness","1","2018-12-07 19:15:08","P1","5214590970","0.67","null"
"","","","","","","","","","","","","P2","5214590971","0.60",""
"6063","LU","49.5860","175.8","6.3620","2451845642","12008","SDS011","14","Nova Fitness","1","2018-12-07 19:15:13","P1","5214591712","3.63","null"
"","","","","","","","","","","","","P2","5214591715","1.10",""
"6063","LU","49.5860","175.8","6.3620","2451845677","12009","DHT22","9","various","7","2018-12-07 19:15:13","humidity","5214591787","99.90","null"
"","","","","","","","","","","","","temperature","5214591785","7.20",""
"6414","LU","49.5700","328.9","6.0600","2451846097","12699","SDS011","14","Nova Fitness","1","2018-12-07 19:15:19","P1","5214592682","5.30","null"
"","","","","","","","","","","","","P2","5214592683","1.67",""
"6414","LU","49.5700","328.9","6.0600","2451846116","12700","DHT22","9","various","7","2018-12-07 19:15:19","humidity","5214592725","99.90","null"
"","","","","","","","","","","","","temperature","5214592722","6.80",""
"7208","LU","49.8260","361.3","6.0040","2451846427","14247","SDS011","14","Nova Fitness","1","2018-12-07 19:15:23","P1","5214593372","5.40","null"
"","","","","","","","","","","","","P2","5214593374","1.10",""
"7208","LU","49.8260","361.3","6.0040","2451846456","14248","DHT22","9","various","7","2018-12-07 19:15:23","humidity","5214593439","99.90","null"
"","","","","","","","","","","","","temperature","5214593438","5.80",""
"6121","LU","49.8100","165.9","6.4180","2451846508","12114","SDS011","14","Nova Fitness","1","2018-12-07 19:15:24","P1","5214593549","9.17","null"
"","","","","","","","","","","","","P2","5214593550","2.27",""
"6121","LU","49.8100","165.9","6.4180","2451846534","12115","DHT22","9","various","7","2018-12-07 19:15:25","humidity","5214593605","99.90","null"
"","","","","","","","","","","","","temperature","5214593603","8.40",""
"6511","LU","49.7460","229.9","6.0940","2451847274","12886","SDS011","14","Nova Fitness","1","2018-12-07 19:15:35","P1","5214595170","8.93","null"
"","","","","","","","","","","","","P2","5214595171","2.13",""
"6511","LU","49.7460","229.9","6.0940","2451847314","12887","DHT22","9","various","7","2018-12-07 19:15:35","humidity","5214595253","99.90","null"
"","","","","","","","","","","","","temperature","5214595252","7.00",""
"6622","LU","49.7520","240.9","6.1000","2451848818","13112","SDS011","14","Nova Fitness","1","2018-12-07 19:15:54","P1","5214598418","7.12","null"
"","","","","","","","","","","","","P2","5214598419","2.80",""
"6622","LU","49.7520","240.9","6.1000","2451848849","13113","DHT22","9","various","7","2018-12-07 19:15:54","humidity","5214598485","99.90","null"
"","","","","","","","","","","","","temperature","5214598484","7.60",""
"6709","LU","49.7560","225.2","6.1160","2451850276","13281","SDS011","14","Nova Fitness","1","2018-12-07 19:16:13","P1","5214601496","0.00","null"
"","","","","","","","","","","","","P2","5214601497","0.00",""
"6709","LU","49.7560","225.2","6.1160","2451850315","13282","DHT22","9","various","7","2018-12-07 19:16:14","humidity","5214601581","58.90","null"
"","","","","","","","","","","","","temperature","5214601580","17.50",""
"6994","LU","49.7520","231.8","6.0940","2451851534","13847","SDS011","14","Nova Fitness","1","2018-12-07 19:16:31","P1","5214604145","3.40","null"
"","","","","","","","","","","","","P2","5214604146","0.95",""
"6994","LU","49.7520","231.8","6.0940","2451851573","13848","DHT22","9","various","7","2018-12-07 19:16:31","humidity","5214604228","99.90","null"
"","","","","","","","","","","","","temperature","5214604227","8.40",""
"9298","LU","49.7440","225.6","6.0820","2451852382","18342","SDS011","14","Nova Fitness","1","2018-12-07 19:16:41","P1","5214605935","5.47","null"
"","","","","","","","","","","","","P2","5214605936","1.40",""
"9298","LU","49.7440","225.6","6.0820","2451852423","18343","DHT22","9","various","7","2018-12-07 19:16:42","humidity","5214606020","99.90","null"
"","","","","","","","","","","","","temperature","5214606019","7.00",""
"4031","LU","49.7580","240.6","6.1200","2451853081","7971","SDS011","14","Nova Fitness","1","2018-12-07 19:16:50","P1","5214607395","3.73","null"
"","","","","","","","","","","","","P2","5214607415","1.17",""
"4031","LU","49.7580","240.6","6.1200","2451853111","7972","DHT22","9","various","7","2018-12-07 19:16:51","humidity","5214607464","99.90","null"
"","","","","","","","","","","","","temperature","5214607463","7.00",""
"9620","LU","49.7440","231.9","6.0960","2451853211","18971","SDS011","14","Nova Fitness","1","2018-12-07 19:16:52","P1","5214607673","8.00","null"
"","","","","","","","","","","","","P2","5214607675","2.27",""
"9620","LU","49.7440","231.9","6.0960","2451853242","18972","DHT22","9","various","7","2018-12-07 19:16:53","humidity","5214607738","92.50","null"
"","","","","","","","","","","","","temperature","5214607737","7.70",""
"5461","LU","49.6020","272.2","6.1160","2451853730","10818","DHT22","9","various","7","2018-12-07 19:16:59","humidity","5214608770","99.90","null"
"","","","","","","","","","","","","temperature","5214608769","8.30",""
"6728","LU","49.7560","303.6","6.1280","2451854497","13317","SDS011","14","Nova Fitness","1","2018-12-07 19:17:10","P1","5214610385","13.2","null"
"","","","","","","","","","","","","P2","5214610382","2.7",""
"6728","LU","49.7560","303.6","6.1280","2451854544","13318","BME280","17","Bosch","11","2018-12-07 19:17:10","humidity","5214610479","99.9","null"
"","","","","","","","","","","","","pressure","5214610477","0",""
"","","","","","","","","","","","","temperature","5214610478","7.0",""
"","","","","","","","","","","","","pressure_at_sealevel","","0",""
"6523","LU","49.7580","241.1","6.1200","2451855223","12910","SDS011","14","Nova Fitness","1","2018-12-07 19:17:19","P1","5214611918","5.33","null"
"","","","","","","","","","","","","P2","5214611919","1.53",""
"6523","LU","49.7580","241.1","6.1200","2451855253","12911","DHT22","9","various","7","2018-12-07 19:17:20","humidity","5214611981","99.90","null"
"","","","","","","","","","","","","temperature","5214611980","7.60",""
"6427","LU","49.7540","244.1","6.1060","2451855373","12725","SDS011","14","Nova Fitness","1","2018-12-07 19:17:21","P1","5214612231","8.50","null"
"","","","","","","","","","","","","P2","5214612232","1.40",""
"6427","LU","49.7540","244.1","6.1060","2451855408","12726","DHT22","9","various","7","2018-12-07 19:17:21","humidity","5214612304","91.10","null"
"","","","","","","","","","","","","temperature","5214612303","8.90",""
"6444","LU","49.7420","225.5","6.1140","2451855662","12760","SDS011","14","Nova Fitness","1","2018-12-07 19:17:25","P1","5214612825","2.53","null"
"","","","","","","","","","","","","P2","5214612826","0.97",""
"6444","LU","49.7420","225.5","6.1140","2451855688","12761","DHT22","9","various","7","2018-12-07 19:17:25","humidity","5214612879","99.90","null"
"","","","","","","","","","","","","temperature","5214612878","7.50",""
"4740","LU","49.5920","287.7","6.1400","2451856090","9400","SDS011","14","Nova Fitness","1","2018-12-07 19:17:31","P1","5214613732","3.80","null"
"","","","","","","","","","","","","P2","5214613733","1.80",""
"4740","LU","49.5920","287.7","6.1400","2451856120","9401","DHT22","9","various","7","2018-12-07 19:17:32","humidity","5214613796","99.90","null"
"","","","","","","","","","","","","temperature","5214613795","6.80",""
"8468","LU","49.8580","201.1","6.1140","2451856522","16703","SDS011","14","Nova Fitness","1","2018-12-07 19:17:36","P1","5214614631","0.60","null"
"","","","","","","","","","","","","P2","5214614632","0.40",""
"6063","LU","49.5860","175.8","6.3620","2451856738","12008","SDS011","14","Nova Fitness","1","2018-12-07 19:17:39","P1","5214615091","6.57","null"
"","","","","","","","","","","","","P2","5214615093","1.97",""
"6063","LU","49.5860","175.8","6.3620","2451856769","12009","DHT22","9","various","7","2018-12-07 19:17:39","humidity","5214615155","99.90","null"
"","","","","","","","","","","","","temperature","5214615154","7.10",""
"6121","LU","49.8100","165.9","6.4180","2451857613","12114","SDS011","14","Nova Fitness","1","2018-12-07 19:17:51","P1","5214616957","9.53","null"
"","","","","","","","","","","","","P2","5214616958","2.53",""
"6121","LU","49.8100","165.9","6.4180","2451857633","12115","DHT22","9","various","7","2018-12-07 19:17:51","humidity","5214616999","99.90","null"
"","","","","","","","","","","","","temperature","5214616998","8.50",""
"7208","LU","49.8260","361.3","6.0040","2451858092","14248","DHT22","9","various","7","2018-12-07 19:17:58","humidity","5214617965","99.90","null"
"","","","","","","","","","","","","temperature","5214617964","5.50",""
