"timestamp","sensor__sensor_type__manufacturer","sensor__sensor_type__id","sensor__sensor_type__name","sensor__id","sensor__pin","id","location__country","location__altitude","location__longitude","location__id","location__latitude","sampling_rate","sensordatavalues__id","sensordatavalues__value_type","sensordatavalues__value"
"2018-12-15 17:50:45","various","9","DHT22","12726","7","2503962121","LU","244.1","6.1060","6427","49.7540","null","5324330561","humidity","67.80"
"","","","","","","","","","","","","","5324330560","temperature","1.10"
"2018-12-15 17:50:53","Nova Fitness","14","SDS011","18342","1","2503962744","LU","225.6","6.0820","9298","49.7440","null","5324331880","P1","24.52"
"","","","","","","","","","","","","","5324331881","P2","16.80"
"2018-12-15 17:50:53","various","9","DHT22","18343","7","2503962768","LU","225.6","6.0820","9298","49.7440","null","5324331930","humidity","99.90"
"","","","","","","","","","","","","","5324331929","temperature","-0.80"
"2018-12-15 17:51:15","Nova Fitness","14","SDS011","13847","1","2503964250","LU","231.8","6.0940","6994","49.7520","null","5324335048","P1","20.33"
"","","","","","","","","","","","","","5324335049","P2","12.67"
"2018-12-15 17:51:15","various","9","DHT22","13848","7","2503964269","LU","231.8","6.0940","6994","49.7520","null","5324335090","humidity","91.10"
"","","","","","","","","","","","","","5324335089","temperature","-0.10"
"2018-12-15 17:51:30","Nova Fitness","14","SDS011","12760","1","2503965364","LU","225.5","6.1140","6444","49.7420","null","5324337402","P1","28.37"
"","","","","","","","","","","","","","5324337405","P2","16.70"
"2018-12-15 17:51:31","various","9","DHT22","12761","7","2503965399","LU","225.5","6.1140","6444","49.7420","null","5324337476","humidity","99.90"
"","","","","","","","","","","","","","5324337475","temperature","-1.40"
"2018-12-15 17:51:43","Nova Fitness","14","SDS011","13112","1","2503966162","LU","240.9","6.1000","6622","49.7520","null","5324339092","P1","18.80"
"","","","","","","","","","","","","","5324339093","P2","10.73"
"2018-12-15 17:51:45","various","9","DHT22","13113","7","2503966229","LU","240.9","6.1000","6622","49.7520","null","5324339231","humidity","99.90"
"","","","","","","","","","","","","","5324339230","temperature","-0.40"
"2018-12-15 17:51:52","Nova Fitness","14","SDS011","18971","1","2503966584","LU","231.9","6.0960","9620","49.7440","null","5324339995","P1","21.53"
"","","","","","","","","","","","","","5324339996","P2","12.50"
"2018-12-15 17:51:52","various","9","DHT22","18972","7","2503966620","LU","231.9","6.0960","9620","49.7440","null","5324340074","humidity","77.30"
"","","","","","","","","","","","","","5324340072","temperature","-1.10"
"2018-12-15 17:51:52","Nova Fitness","14","SDS011","12886","1","2503966637","LU","229.9","6.0940","6511","49.7460","null","5324340105","P1","26.23"
"","","","","","","","","","","","","","5324340108","P2","14.47"
"2018-12-15 17:51:53","various","9","DHT22","12887","7","2503966679","LU","229.9","6.0940","6511","49.7460","null","5324340202","humidity","99.90"
"","","","","","","","","","","","","","5324340194","temperature","-1.60"
"2018-12-15 17:51:54","Nova Fitness","14","SDS011","9400","1","2503966858","LU","287.7","6.1400","4740","49.5920","null","5324340568","P1","15.70"
"","","","","","","","","","","","","","5324340569","P2","12.57"
"2018-12-15 17:52:10","Nova Fitness","14","SDS011","13317","1","2503968031","LU","303.6","6.1280","6728","49.7560","null","5324343028","P1","29.3"
"","","","","","","","","","","","","","5324343027","P2","23.0"
"2018-12-15 17:52:10","Bosch","17","BME280","13318","11","2503968068","LU","303.6","6.1280","6728","49.7560","null","5324343111","humidity","67.1"
"","","","","","","","","","","","","","5324343108","pressure","0"
"","","","","","","","","","","","","","5324343109","temperature","-1.6"
"","","","","","","","","","","","","","","pressure_at_sealevel","0"
"2018-12-15 17:52:20","Nova Fitness","14","SDS011","12910","1","2503968822","LU","241.1","6.1200","6523","49.7580","null","5324344696","P1","21.27"
"","","","","","","","","","","","","","5324344697","P2","12.27"
"2018-12-15 17:52:20","various","9","DHT22","12911","7","2503968843","LU","241.1","6.1200","6523","49.7580","null","5324344741","humidity","99.90"
"","","","","","","","","","","","","","5324344740","temperature","-1.50"
"2018-12-15 17:52:32","Nova Fitness","14","SDS011","7971","1","2503969852","LU","240.6","6.1200","4031","49.7580","null","5324346864","P1","18.50"
"","","","","","","","","","","","","","5324346869","P2","9.85"
"2018-12-15 17:52:33","various","9","DHT22","7972","7","2503969893","LU","240.6","6.1200","4031","49.7580","null","5324346956","humidity","99.90"
"","","","","","","","","","","","","","5324346955","temperature","-2.00"
"2018-12-15 17:52:37","Nova Fitness","14","SDS011","12008","1","2503970436","LU","175.8","6.3620","6063","49.5860","null","5324348092","P1","27.60"
"","","","","","","","","","","","","","5324348095","P2","16.02"
"2018-12-15 17:52:37","various","9","DHT22","12009","7","2503970476","LU","175.8","6.3620","6063","49.5860","null","5324348178","humidity","99.90"
"","","","","","","","","","","","","","5324348177","temperature","-1.90"
"2018-12-15 17:52:41","Nova Fitness","14","SDS011","16703","1","2503970836","LU","201.1","6.1140","8468","49.8580","null","5324348937","P1","14.13"
"","","","","","","","","","","","","","5324348939","P2","13.03"
"2018-12-15 17:52:46","Nova Fitness","14","SDS011","13281","1","2503971230","LU","225.2","6.1160","6709","49.7560","null","5324349776","P1","0.00"
"","","","","","","","","","","","","","5324349777","P2","0.00"
"2018-12-15 17:52:46","various","9","DHT22","13282","7","2503971257","LU","225.2","6.1160","6709","49.7560","null","5324349835","humidity","55.80"
"","","","","","","","","","","","","","5324349834","temperature","15.10"
"2018-12-15 17:52:48","Nova Fitness","14","SDS011","12114","1","2503971398","LU","165.9","6.4180","6121","49.8100","null","5324350130","P1","29.53"
"","","","","","","","","","","","","","5324350131","P2","22.53"
"2018-12-15 17:52:48","various","9","DHT22","12115","7","2503971425","LU","165.9","6.4180","6121","49.8100","null","5324350187","humidity","99.90"
"","","","","","","","","","","","","","5324350186","temperature","0.20"
"2018-12-15 17:52:53","various","9","DHT22","13121","7","2503972004","LU","265.7","6.1980","6626","49.5420","null","5324351398","humidity","99.90"
"","","","","","","","","","","","","","5324351396","temperature","-0.50"
"2018-12-15 17:53:12","Nova Fitness","14","SDS011","12725","1","2503973564","LU","244.1","6.1060","6427","49.7540","null","5324354665","P1","26.50"
"","","","","","","","","","","","","","5324354667","P2","12.43"
"2018-12-15 17:53:12","various","9","DHT22","12726","7","2503973594","LU","244.1","6.1060","6427","49.7540","null","5324354727","humidity","67.60"
"","","","","","","","","","","","","","5324354726","temperature","1.00"
"2018-12-15 17:53:16","Nova Fitness","14","SDS011","12699","1","2503973832","LU","328.9","6.0600","6414","49.5700","null","5324355226","P1","12.87"
"","","","","","","","","","","","","","5324355227","P2","7.27"
"2018-12-15 17:53:17","Nova Fitness","14","SDS011","14247","1","2503973941","LU","361.3","6.0040","7208","49.8260","null","5324355461","P1","20.73"
"","","","","","","","","","","","","","5324355462","P2","14.37"
"2018-12-15 17:53:19","various","9","DHT22","12700","7","2503974048","LU","328.9","6.0600","6414","49.5700","null","5324355690","humidity","99.90"
"","","","","","","","","","","","","","5324355689","temperature","-2.10"
"2018-12-15 17:53:19","Nova Fitness","14","SDS011","18342","1","2503974102","LU","225.6","6.0820","9298","49.7440","null","5324355801","P1","24.20"
"","","","","","","","","","","","","","5324355802","P2","14.97"
"2018-12-15 17:53:20","various","9","DHT22","18343","7","2503974126","LU","225.6","6.0820","9298","49.7440","null","5324355851","humidity","99.90"
"","","","","","","","","","","","","","5324355850","temperature","-0.70"
"2018-12-15 17:53:42","Nova Fitness","14","SDS011","13847","1","2503975610","LU","231.8","6.0940","6994","49.7520","null","5324358991","P1","18.17"
"","","","","","","","","","","","","","5324358992","P2","12.37"
"2018-12-15 17:53:42","various","9","DHT22","13848","7","2503975643","LU","231.8","6.0940","6994","49.7520","null","5324359063","humidity","91.30"
"","","","","","","","","","","","","","5324359060","temperature","-0.10"
"2018-12-15 17:53:57","Nova Fitness","14","SDS011","12760","1","2503976686","LU","225.5","6.1140","6444","49.7420","null","5324361266","P1","26.50"
"","","","","","","","","","","","","","5324361268","P2","14.73"
"2018-12-15 17:53:57","various","9","DHT22","12761","7","2503976725","LU","225.5","6.1140","6444","49.7420","null","5324361347","humidity","99.90"
"","","","","","","","","","","","","","5324361346","temperature","-1.40"
