"location__id","location__country","location__latitude","location__altitude","location__longitude","id","sensor__id","sensor__sensor_type__name","sensor__sensor_type__id","sensor__sensor_type__manufacturer","sensor__pin","timestamp","sensordatavalues__value_type","sensordatavalues__id","sensordatavalues__value","sampling_rate"
"","","","","","","","","","","","","P2","5185601026","25.8",""
"6728","LU","49.7560","303.6","6.1280","2438083076","13318","BME280","17","Bosch","11","2018-12-05 16:17:10","humidity","5185601118","99.9","null"
"","","","","","","","","","","","","pressure","5185601116","0",""
"","","","","","","","","","","","","temperature","5185601117","7.2",""
"","","","","","","","","","","","","pressure_at_sealevel","","0",""
"6427","LU","49.7540","244.1","6.1060","2438083213","12725","SDS011","14","Nova Fitness","1","2018-12-05 16:17:11","P1","5185601399","34.37","null"
"","","","","","","","","","","","","P2","5185601402","15.23",""
"6427","LU","49.7540","244.1","6.1060","2438083256","12726","DHT22","9","various","7","2018-12-05 16:17:12","humidity","5185601491","93.30","null"
"","","","","","","","","","","","","temperature","5185601490","9.10",""
"6523","LU","49.7580","241.1","6.1200","2438084309","12910","SDS011","14","Nova Fitness","1","2018-12-05 16:17:25","P1","5185603694","26.87","null"
"","","","","","","","","","","","","P2","5185603695","15.60",""
"6523","LU","49.7580","241.1","6.1200","2438084340","12911","DHT22","9","various","7","2018-12-05 16:17:25","humidity","5185603759","99.90","null"
"","","","","","","","","","","","","temperature","5185603756","7.10",""
"8468","LU","49.8580","201.1","6.1140","2438084477","16703","SDS011","14","Nova Fitness","1","2018-12-05 16:17:27","P1","5185604054","7.10","null"
"","","","","","","","","","","","","P2","5185604057","6.57",""
"9620","LU","49.7440","231.9","6.0960","2438084838","18971","SDS011","14","Nova Fitness","1","2018-12-05 16:17:31","P1","5185604805","32.70","null"
"","","","","","","","","","","","","P2","5185604806","16.30",""
"9620","LU","49.7440","231.9","6.0960","2438084880","18972","DHT22","9","various","7","2018-12-05 16:17:32","humidity","5185604896","95.90","null"
"","","","","","","","","","","","","temperature","5185604895","7.50",""
"6511","LU","49.7460","229.9","6.0940","2438085167","12886","SDS011","14","Nova Fitness","1","2018-12-05 16:17:35","P1","5185605514","34.57","null"
"","","","","","","","","","","","","P2","5185605515","17.53",""
"6511","LU","49.7460","229.9","6.0940","2438085193","12887","DHT22","9","various","7","2018-12-05 16:17:35","humidity","5185605568","99.90","null"
"","","","","","","","","","","","","temperature","5185605567","7.40",""
"4031","LU","49.7580","240.6","6.1200","2438085231","7971","SDS011","14","Nova Fitness","1","2018-12-05 16:17:36","P1","5185605645","21.87","null"
"","","","","","","","","","","","","P2","5185605647","13.23",""
"4031","LU","49.7580","240.6","6.1200","2438085258","7972","DHT22","9","various","7","2018-12-05 16:17:36","humidity","5185605702","99.90","null"
"","","","","","","","","","","","","temperature","5185605701","7.00",""
"6709","LU","49.7560","225.2","6.1160","2438085422","13281","SDS011","14","Nova Fitness","1","2018-12-05 16:17:38","P1","5185606042","0.00","null"
"","","","","","","","","","","","","P2","5185606043","0.00",""
"6709","LU","49.7560","225.2","6.1160","2438085446","13282","DHT22","9","various","7","2018-12-05 16:17:38","humidity","5185606092","54.90","null"
"","","","","","","","","","","","","temperature","5185606091","17.90",""
"6414","LU","49.5700","328.9","6.0600","2438086887","12699","SDS011","14","Nova Fitness","1","2018-12-05 16:17:58","P1","5185609111","24.27","null"
"","","","","","","","","","","","","P2","5185609112","12.30",""
"6414","LU","49.5700","328.9","6.0600","2438086905","12700","DHT22","9","various","7","2018-12-05 16:17:58","humidity","5185609151","99.90","null"
"","","","","","","","","","","","","temperature","5185609150","6.40",""
"6444","LU","49.7420","225.5","6.1140","2438087557","12760","SDS011","14","Nova Fitness","1","2018-12-05 16:18:07","P1","5185610535","35.10","null"
"","","","","","","","","","","","","P2","5185610536","18.10",""
"6444","LU","49.7420","225.5","6.1140","2438087581","12761","DHT22","9","various","7","2018-12-05 16:18:08","humidity","5185610584","99.90","null"
"","","","","","","","","","","","","temperature","5185610583","7.30",""
"6121","LU","49.8100","165.9","6.4180","2438088312","12114","SDS011","14","Nova Fitness","1","2018-12-05 16:18:17","P1","5185612106","16.80","null"
"","","","","","","","","","","","","P2","5185612107","14.13",""
"6121","LU","49.8100","165.9","6.4180","2438088350","12115","DHT22","9","various","7","2018-12-05 16:18:18","humidity","5185612185","99.90","null"
"","","","","","","","","","","","","temperature","5185612184","8.80",""
"6994","LU","49.7520","231.8","6.0940","2438088982","13847","SDS011","14","Nova Fitness","1","2018-12-05 16:18:26","P1","5185613524","28.60","null"
"","","","","","","","","","","","","P2","5185613525","17.08",""
"6994","LU","49.7520","231.8","6.0940","2438089007","13848","DHT22","9","various","7","2018-12-05 16:18:26","humidity","5185613577","99.90","null"
"","","","","","","","","","","","","temperature","5185613576","8.50",""
"6622","LU","49.7520","240.9","6.1000","2438090615","13112","SDS011","14","Nova Fitness","1","2018-12-05 16:18:50","P1","5185616985","18.20","null"
"","","","","","","","","","","","","P2","5185616986","11.00",""
"6622","LU","49.7520","240.9","6.1000","2438090644","13113","DHT22","9","various","7","2018-12-05 16:18:50","humidity","5185617045","99.90","null"
"","","","","","","","","","","","","temperature","5185617044","7.70",""
"6063","LU","49.5860","175.8","6.3620","2438091012","12008","SDS011","14","Nova Fitness","1","2018-12-05 16:18:55","P1","5185617821","28.00","null"
"","","","","","","","","","","","","P2","5185617822","15.53",""
"7208","LU","49.8260","361.3","6.0040","2438091020","14247","SDS011","14","Nova Fitness","1","2018-12-05 16:18:55","P1","5185617838","91.10","null"
"","","","","","","","","","","","","P2","5185617839","29.80",""
"6063","LU","49.5860","175.8","6.3620","2438091043","12009","DHT22","9","various","7","2018-12-05 16:18:55","humidity","5185617887","99.90","null"
"","","","","","","","","","","","","temperature","5185617886","7.00",""
"7208","LU","49.8260","361.3","6.0040","2438091095","14248","DHT22","9","various","7","2018-12-05 16:18:56","humidity","5185617996","99.90","null"
"","","","","","","","","","","","","temperature","5185617994","6.40",""
"5461","LU","49.6020","272.2","6.1160","2438091798","10818","DHT22","9","various","7","2018-12-05 16:19:05","humidity","5185619490","99.90","null"
"","","","","","","","","","","","","temperature","5185619489","7.50",""
"4740","LU","49.5920","287.7","6.1400","2438093666","9400","SDS011","14","Nova Fitness","1","2018-12-05 16:19:30","P1","5185623434","17.57","null"
"","","","","","","","","","","","","P2","5185623435","13.20",""
"4740","LU","49.5920","287.7","6.1400","2438093721","9401","DHT22","9","various","7","2018-12-05 16:19:31","humidity","5185623549","99.90","null"
"","","","","","","","","","","","","temperature","5185623548","7.60",""
"9298","LU","49.7440","225.6","6.0820","2438093883","18342","SDS011","14","Nova Fitness","1","2018-12-05 16:19:33","P1","5185623895","34.70","null"
"","","","","","","","","","","","","P2","5185623897","18.77",""
"9298","LU","49.7440","225.6","6.0820","2438093913","18343","DHT22","9","various","7","2018-12-05 16:19:33","humidity","5185623959","99.90","null"
"","","","","","","","","","","","","temperature","5185623958","8.20",""
"6427","LU","49.7540","244.1","6.1060","2438094408","12725","SDS011","14","Nova Fitness","1","2018-12-05 16:19:39","P1","5185624998","30.37","null"
"","","","","","","","","","","","","P2","5185624999","14.50",""
"6427","LU","49.7540","244.1","6.1060","2438094449","12726","DHT22","9","various","7","2018-12-05 16:19:39","humidity","5185625084","93.20","null"
"","","","","","","","","","","","","temperature","5185625083","9.10",""
"6523","LU","49.7580","241.1","6.1200","2438095448","12910","SDS011","14","Nova Fitness","1","2018-12-05 16:19:52","P1","5185627184","33.30","null"
"","","","","","","","","","","","","P2","5185627185","16.90",""
"6523","LU","49.7580","241.1","6.1200","2438095476","12911","DHT22","9","various","7","2018-12-05 16:19:52","humidity","5185627242","99.90","null"
"","","","","","","","","","","","","temperature","5185627239","7.20",""
"8468","LU","49.8580","201.1","6.1140","2438095671","16703","SDS011","14","Nova Fitness","1","2018-12-05 16:19:55","P1","5185627650","6.25","null"
"","","","","","","","","","","","","P2","5185627651","5.85",""
"9620","LU","49.7440","231.9","6.0960","2438095977","18971","SDS011","14","Nova Fitness","1","2018-12-05 16:19:59","P1","5185628285","30.60","null"
"","","","","","","","","","","","","P2","5185628287","15.53",""
"9620","LU","49.7440","231.9","6.0960","2438096008","18972","DHT22","9","various","7","2018-12-05 16:19:59","humidity","5185628349","95.80","null"
"","","","","","","","","","","","","temperature","5185628348","7.50",""
"6511","LU","49.7460","229.9","6.0940","2438096250","12886","SDS011","14","Nova Fitness","1","2018-12-05 16:20:02","P1","5185628870","35.47","null"
"","","","","","","","","","","","","P2","5185628871","18.67",""
"6511","LU","49.7460","229.9","6.0940","2438096281","12887","DHT22","9","various","7","2018-12-05 16:20:02","humidity","5185628933","99.90","null"
"","","","","","","","","","","","","temperature","5185628930","7.30",""
"4031","LU","49.7580","240.6","6.1200","2438096311","7971","SDS011","14","Nova Fitness","1","2018-12-05 16:20:03","P1","5185628994","23.37","null"
"","","","","","","","","","","","","P2","5185628997","13.97",""
"4031","LU","49.7580","240.6","6.1200","2438096387","7972","DHT22","9","various","7","2018-12-05 16:20:03","humidity","5185629148","99.90","null"
"","","","","","","","","","","","","temperature","5185629147","7.10",""
"6709","LU","49.7560","225.2","6.1160","2438096516","13281","SDS011","14","Nova Fitness","1","2018-12-05 16:20:05","P1","5185629422","0.00","null"
"","","","","","","","","","","","","P2","5185629423","0.00",""
"6709","LU","49.7560","225.2","6.1160","2438096544","13282","DHT22","9","various","7","2018-12-05 16:20:05","humidity","5185629481","54.90","null"
"","","","","","","","","","","","","temperature","5185629474","17.90",""
"6444","LU","49.7420","225.5","6.1140","2438098628","12760","SDS011","14","Nova Fitness","1","2018-12-05 16:20:34","P1","5185633865","46.05","null"
"","","","","","","","","","","","","P2","5185633867","26.30",""
"6444","LU","49.7420","225.5","6.1140","2438098647","12761","DHT22","9","various","7","2018-12-05 16:20:35","humidity","5185633909","99.90","null"
"","","","","","","","","","","","","temperature","5185633908","7.30",""
"6121","LU","49.8100","165.9","6.4180","2438099343","12114","SDS011","14","Nova Fitness","1","2018-12-05 16:20:44","P1","5185635359","17.83","null"
"","","","","","","","","","","","","P2","5185635360","13.97",""
"6121","LU","49.8100","165.9","6.4180","2438099376","12115","DHT22","9","various","7","2018-12-05 16:20:44","humidity","5185635426","99.90","null"
"","","","","","","","","","","","","temperature","5185635423","9.00",""
"6414","LU","49.5700","328.9","6.0600","2438099757","12699","SDS011","14","Nova Fitness","1","2018-12-05 16:20:49","P1","5185636234","27.27","null"
"","","","","","","","","","","","","P2","5185636235","12.27",""
"6414","LU","49.5700","328.9","6.0600","2438099787","12700","DHT22","9","various","7","2018-12-05 16:20:49","humidity","5185636301","99.90","null"
"","","","","","","","","","","","","temperature","5185636300","6.40",""
"6994","LU","49.7520","231.8","6.0940","2438100074","13847","SDS011","14","Nova Fitness","1","2018-12-05 16:20:53","P1","5185636892","38.90","null"
"","","","","","","","","","","","","P2","5185636893","22.50",""
"6994","LU","49.7520","231.8","6.0940","2438100108","13848","DHT22","9","various","7","2018-12-05 16:20:53","humidity","5185636963","99.90","null"
"","","","","","","","","","","","","temperature","5185636962","8.50",""
