"timestamp","sensor__sensor_type__manufacturer","sensor__sensor_type__id","sensor__sensor_type__name","sensor__id","sensor__pin","id","location__country","location__altitude","location__longitude","location__id","location__latitude","sampling_rate","sensordatavalues__id","sensordatavalues__value_type","sensordatavalues__value"
"2018-12-16 10:15:21","various","9","DHT22","13848","7","2508505638","LU","231.8","6.0940","6994","49.7520","null","5333903647","humidity","99.90"
"","","","","","","","","","","","","","5333903646","temperature","2.10"
"2018-12-16 10:15:43","Nova Fitness","14","SDS011","7971","1","2508507250","LU","240.6","6.1200","4031","49.7580","null","5333907025","P1","36.23"
"","","","","","","","","","","","","","5333907029","P2","17.50"
"2018-12-16 10:15:43","various","9","DHT22","7972","7","2508507282","LU","240.6","6.1200","4031","49.7580","null","5333907091","humidity","99.90"
"","","","","","","","","","","","","","5333907090","temperature","2.50"
"2018-12-16 10:15:48","Nova Fitness","14","SDS011","13112","1","2508507628","LU","240.9","6.1000","6622","49.7520","null","5333907825","P1","41.53"
"","","","","","","","","","","","","","5333907827","P2","18.67"
"2018-12-16 10:15:48","various","9","DHT22","13113","7","2508507655","LU","240.9","6.1000","6622","49.7520","null","5333907886","humidity","99.90"
"","","","","","","","","","","","","","5333907885","temperature","1.80"
"2018-12-16 10:16:03","Nova Fitness","14","SDS011","12008","1","2508509098","LU","175.8","6.3620","6063","49.5860","null","5333910914","P1","64.63"
"","","","","","","","","","","","","","5333910916","P2","27.90"
"2018-12-16 10:16:03","various","9","DHT22","12009","7","2508509134","LU","175.8","6.3620","6063","49.5860","null","5333910989","humidity","99.90"
"","","","","","","","","","","","","","5333910988","temperature","1.10"
"2018-12-16 10:16:04","Nova Fitness","14","SDS011","18971","1","2508509300","LU","231.9","6.0960","9620","49.7440","null","5333911334","P1","90.00"
"","","","","","","","","","","","","","5333911337","P2","38.07"
"2018-12-16 10:16:05","Nova Fitness","14","SDS011","12910","1","2508509331","LU","241.1","6.1200","6523","49.7580","null","5333911399","P1","64.63"
"","","","","","","","","","","","","","5333911400","P2","24.27"
"2018-12-16 10:16:05","various","9","DHT22","18972","7","2508509332","LU","231.9","6.0960","9620","49.7440","null","5333911407","humidity","97.10"
"","","","","","","","","","","","","","5333911405","temperature","0.60"
"2018-12-16 10:16:05","various","9","DHT22","12911","7","2508509373","LU","241.1","6.1200","6523","49.7580","null","5333911495","humidity","99.90"
"","","","","","","","","","","","","","5333911494","temperature","0.70"
"2018-12-16 10:16:15","Nova Fitness","14","SDS011","13281","1","2508510312","LU","225.2","6.1160","6709","49.7560","null","5333913463","P1","0.00"
"","","","","","","","","","","","","","5333913464","P2","0.00"
"2018-12-16 10:16:15","various","9","DHT22","13282","7","2508510340","LU","225.2","6.1160","6709","49.7560","null","5333913523","humidity","59.40"
"","","","","","","","","","","","","","5333913522","temperature","12.50"
"2018-12-16 10:16:26","Nova Fitness","14","SDS011","18342","1","2508511153","LU","225.6","6.0820","9298","49.7440","null","5333915237","P1","70.60"
"","","","","","","","","","","","","","5333915238","P2","26.67"
"2018-12-16 10:16:26","various","9","DHT22","18343","7","2508511176","LU","225.6","6.0820","9298","49.7440","null","5333915284","humidity","99.90"
"","","","","","","","","","","","","","5333915283","temperature","2.40"
"2018-12-16 10:16:32","Nova Fitness","14","SDS011","12725","1","2508511698","LU","244.1","6.1060","6427","49.7540","null","5333916383","P1","72.00"
"","","","","","","","","","","","","","5333916386","P2","29.77"
"2018-12-16 10:16:33","various","9","DHT22","12726","7","2508511721","LU","244.1","6.1060","6427","49.7540","null","5333916431","humidity","91.70"
"","","","","","","","","","","","","","5333916430","temperature","2.70"
"2018-12-16 10:16:38","Nova Fitness","14","SDS011","12114","1","2508512144","LU","165.9","6.4180","6121","49.8100","null","5333917311","P1","71.83"
"","","","","","","","","","","","","","5333917312","P2","36.27"
"2018-12-16 10:16:38","various","9","DHT22","12115","7","2508512161","LU","165.9","6.4180","6121","49.8100","null","5333917350","humidity","99.90"
"","","","","","","","","","","","","","5333917348","temperature","3.20"
"2018-12-16 10:17:08","Nova Fitness","14","SDS011","12760","1","2508514198","LU","225.5","6.1140","6444","49.7420","null","5333921660","P1","66.90"
"","","","","","","","","","","","","","5333921661","P2","25.40"
"2018-12-16 10:17:09","various","9","DHT22","12761","7","2508514223","LU","225.5","6.1140","6444","49.7420","null","5333921716","humidity","99.90"
"","","","","","","","","","","","","","5333921714","temperature","0.50"
"2018-12-16 10:17:10","Nova Fitness","14","SDS011","13317","1","2508514297","LU","303.6","6.1280","6728","49.7560","null","5333921872","P1","86.8"
"","","","","","","","","","","","","","5333921871","P2","20.9"
"2018-12-16 10:17:10","Bosch","17","BME280","13318","11","2508514322","LU","303.6","6.1280","6728","49.7560","null","5333921927","humidity","99.9"
"","","","","","","","","","","","","","5333921925","pressure","0"
"","","","","","","","","","","","","","5333921926","temperature","1.4"
"","","","","","","","","","","","","","","pressure_at_sealevel","0"
"2018-12-16 10:17:16","Nova Fitness","14","SDS011","9400","1","2508514665","LU","287.7","6.1400","4740","49.5920","null","5333922653","P1","43.70"
"","","","","","","","","","","","","","5333922654","P2","23.10"
"2018-12-16 10:17:17","Nova Fitness","14","SDS011","16703","1","2508514762","LU","201.1","6.1140","8468","49.8580","null","5333922855","P1","22.47"
"","","","","","","","","","","","","","5333922856","P2","20.37"
"2018-12-16 10:17:18","Nova Fitness","14","SDS011","12699","1","2508514788","LU","328.9","6.0600","6414","49.5700","null","5333922909","P1","125.70"
"","","","","","","","","","","","","","5333922910","P2","33.75"
"2018-12-16 10:17:18","various","9","DHT22","12700","7","2508514815","LU","328.9","6.0600","6414","49.5700","null","5333922967","humidity","99.90"
"","","","","","","","","","","","","","5333922966","temperature","0.60"
"2018-12-16 10:17:30","Nova Fitness","14","SDS011","12886","1","2508515500","LU","229.9","6.0940","6511","49.7460","null","5333924421","P1","70.17"
"","","","","","","","","","","","","","5333924422","P2","27.43"
"2018-12-16 10:17:31","various","9","DHT22","12887","7","2508515539","LU","229.9","6.0940","6511","49.7460","null","5333924503","humidity","99.90"
"","","","","","","","","","","","","","5333924502","temperature","2.40"
"2018-12-16 10:17:48","Nova Fitness","14","SDS011","13847","1","2508516931","LU","231.8","6.0940","6994","49.7520","null","5333927402","P1","52.23"
"","","","","","","","","","","","","","5333927403","P2","28.90"
"2018-12-16 10:17:48","various","9","DHT22","13848","7","2508516953","LU","231.8","6.0940","6994","49.7520","null","5333927451","humidity","99.90"
"","","","","","","","","","","","","","5333927450","temperature","2.20"
"2018-12-16 10:18:10","Nova Fitness","14","SDS011","7971","1","2508518529","LU","240.6","6.1200","4031","49.7580","null","5333930765","P1","27.77"
"","","","","","","","","","","","","","5333930766","P2","14.58"
"2018-12-16 10:18:10","various","9","DHT22","7972","7","2508518558","LU","240.6","6.1200","4031","49.7580","null","5333930829","humidity","99.90"
"","","","","","","","","","","","","","5333930828","temperature","3.00"
"2018-12-16 10:18:14","Nova Fitness","14","SDS011","13112","1","2508518894","LU","240.9","6.1000","6622","49.7520","null","5333931534","P1","35.67"
"","","","","","","","","","","","","","5333931536","P2","17.57"
"2018-12-16 10:18:15","various","9","DHT22","13113","7","2508518926","LU","240.9","6.1000","6622","49.7520","null","5333931605","humidity","99.90"
"","","","","","","","","","","","","","5333931604","temperature","2.10"
"2018-12-16 10:18:29","Nova Fitness","14","SDS011","12008","1","2508520313","LU","175.8","6.3620","6063","49.5860","null","5333934512","P1","73.27"
"","","","","","","","","","","","","","5333934513","P2","31.47"
"2018-12-16 10:18:30","various","9","DHT22","12009","7","2508520358","LU","175.8","6.3620","6063","49.5860","null","5333934608","humidity","99.90"
"","","","","","","","","","","","","","5333934606","temperature","1.20"
"2018-12-16 10:18:31","Nova Fitness","14","SDS011","18971","1","2508520516","LU","231.9","6.0960","9620","49.7440","null","5333934933","P1","66.73"
"","","","","","","","","","","","","","5333934935","P2","26.10"
"2018-12-16 10:18:31","Nova Fitness","14","SDS011","12910","1","2508520560","LU","241.1","6.1200","6523","49.7580","null","5333935025","P1","65.17"
"","","","","","","","","","","","","","5333935027","P2","24.10"
"2018-12-16 10:18:31","various","9","DHT22","18972","7","2508520562","LU","231.9","6.0960","9620","49.7440","null","5333935032","humidity","96.90"
"","","","","","","","","","","","","","5333935031","temperature","0.70"
"2018-12-16 10:18:32","various","9","DHT22","12911","7","2508520602","LU","241.1","6.1200","6523","49.7580","null","5333935113","humidity","99.90"
"","","","","","","","","","","","","","5333935112","temperature","1.00"
"2018-12-16 10:18:41","Nova Fitness","14","SDS011","13281","1","2508521562","LU","225.2","6.1160","6709","49.7560","null","5333937135","P1","0.00"
"","","","","","","","","","","","","","5333937136","P2","0.00"
"2018-12-16 10:18:42","various","9","DHT22","13282","7","2508521597","LU","225.2","6.1160","6709","49.7560","null","5333937207","humidity","59.40"
"","","","","","","","","","","","","","5333937206","temperature","12.50"
"2018-12-16 10:18:53","Nova Fitness","14","SDS011","18342","1","2508522397","LU","225.6","6.0820","9298","49.7440","null","5333938886","P1","88.30"
"","","","","","","","","","","","","","5333938887","P2","25.90"
"2018-12-16 10:18:53","various","9","DHT22","18343","7","2508522419","LU","225.6","6.0820","9298","49.7440","null","5333938934","humidity","99.90"
"","","","","","","","","","","","","","5333938933","temperature","2.10"
"2018-12-16 10:19:00","Nova Fitness","14","SDS011","12725","1","2508522998","LU","244.1","6.1060","6427","49.7540","null","5333940158","P1","64.33"
"","","","","","","","","","","","","","5333940159","P2","23.63"
"2018-12-16 10:19:00","various","9","DHT22","12726","7","2508523037","LU","244.1","6.1060","6427","49.7540","null","5333940239","humidity","91.90"
"","","","","","","","","","","","","","5333940238","temperature","2.80"
