"sensor__pin","sensor__id","sensor__sensor_type__name","sensor__sensor_type__manufacturer","sensor__sensor_type__id","sensordatavalues__value_type","sensordatavalues__id","sensordatavalues__value","timestamp","id","location__latitude","location__country","location__id","location__longitude","location__altitude","sampling_rate"
"1","18342","SDS011","Nova Fitness","14","P1","5266246732","7.33","2018-12-11 13:44:28","2476379665","49.7440","LU","9298","6.0820","225.6","null"
"","","","","","P2","5266246733","2.10","","","","","","","",""
"7","18343","DHT22","various","9","humidity","5266246799","99.40","2018-12-11 13:44:28","2476379696","49.7440","LU","9298","6.0820","225.6","null"
"","","","","","temperature","5266246798","9.40","","","","","","","",""
"1","12114","SDS011","Nova Fitness","14","P1","5266247345","10.27","2018-12-11 13:44:30","2476379962","49.8100","LU","6121","6.4180","165.9","null"
"","","","","","P2","5266247346","4.67","","","","","","","",""
"7","12115","DHT22","various","9","humidity","5266247415","99.90","2018-12-11 13:44:31","2476379995","49.8100","LU","6121","6.4180","165.9","null"
"","","","","","temperature","5266247414","8.90","","","","","","","",""
"1","12699","SDS011","Nova Fitness","14","P1","5266247860","6.10","2018-12-11 13:44:33","2476380207","49.5700","LU","6414","6.0600","328.9","null"
"","","","","","P2","5266247861","3.33","","","","","","","",""
"7","12700","DHT22","various","9","humidity","5266247909","99.90","2018-12-11 13:44:34","2476380231","49.5700","LU","6414","6.0600","328.9","null"
"","","","","","temperature","5266247908","3.20","","","","","","","",""
"1","13281","SDS011","Nova Fitness","14","P1","5266248197","0.00","2018-12-11 13:44:36","2476380371","49.7560","LU","6709","6.1160","225.2","null"
"","","","","","P2","5266248198","0.00","","","","","","","",""
"7","13282","DHT22","various","9","humidity","5266248240","56.80","2018-12-11 13:44:36","2476380390","49.7560","LU","6709","6.1160","225.2","null"
"","","","","","temperature","5266248238","16.90","","","","","","","",""
"1","12886","SDS011","Nova Fitness","14","P1","5266252180","9.00","2018-12-11 13:45:02","2476382269","49.7460","LU","6511","6.0940","229.9","null"
"","","","","","P2","5266252184","2.45","","","","","","","",""
"7","12887","DHT22","various","9","humidity","5266252232","94.80","2018-12-11 13:45:03","2476382289","49.7460","LU","6511","6.0940","229.9","null"
"","","","","","temperature","5266252224","16.20","","","","","","","",""
"1","18971","SDS011","Nova Fitness","14","P1","5266252288","6.78","2018-12-11 13:45:03","2476382319","49.7440","LU","9620","6.0960","231.9","null"
"","","","","","P2","5266252291","2.72","","","","","","","",""
"7","18972","DHT22","various","9","humidity","5266252355","75.80","2018-12-11 13:45:03","2476382353","49.7440","LU","9620","6.0960","231.9","null"
"","","","","","temperature","5266252354","5.60","","","","","","","",""
"1","7971","SDS011","Nova Fitness","14","P1","5266252491","5.47","2018-12-11 13:45:04","2476382419","49.7580","LU","4031","6.1200","240.6","null"
"","","","","","P2","5266252493","4.83","","","","","","","",""
"7","7972","DHT22","various","9","humidity","5266252578","99.90","2018-12-11 13:45:04","2476382460","49.7580","LU","4031","6.1200","240.6","null"
"","","","","","temperature","5266252577","7.60","","","","","","","",""
"1","16703","SDS011","Nova Fitness","14","P1","5266254856","5.63","2018-12-11 13:45:18","2476383543","49.8580","LU","8468","6.1140","201.1","null"
"","","","","","P2","5266254857","2.50","","","","","","","",""
"1","12760","SDS011","Nova Fitness","14","P1","5266259119","6.03","2018-12-11 13:45:44","2476385579","49.7420","LU","6444","6.1140","225.5","null"
"","","","","","P2","5266259120","2.30","","","","","","","",""
"7","12761","DHT22","various","9","humidity","5266259174","99.90","2018-12-11 13:45:44","2476385603","49.7420","LU","6444","6.1140","225.5","null"
"","","","","","temperature","5266259171","5.50","","","","","","","",""
"1","12008","SDS011","Nova Fitness","14","P1","5266259261","27.23","2018-12-11 13:45:45","2476385647","49.5860","LU","6063","6.3620","175.8","null"
"","","","","","P2","5266259262","14.90","","","","","","","",""
"1","13847","SDS011","Nova Fitness","14","P1","5266259310","11.52","2018-12-11 13:45:45","2476385671","49.7520","LU","6994","6.0940","231.8","null"
"","","","","","P2","5266259311","1.62","","","","","","","",""
"7","12009","DHT22","various","9","humidity","5266259342","99.90","2018-12-11 13:45:45","2476385685","49.5860","LU","6063","6.3620","175.8","null"
"","","","","","temperature","5266259339","3.50","","","","","","","",""
"7","13848","DHT22","various","9","humidity","5266259385","83.40","2018-12-11 13:45:45","2476385707","49.7520","LU","6994","6.0940","231.8","null"
"","","","","","temperature","5266259384","9.50","","","","","","","",""
"7","10818","DHT22","various","9","humidity","5266260382","99.90","2018-12-11 13:45:52","2476386176","49.6020","LU","5461","6.1160","272.2","null"
"","","","","","temperature","5266260381","5.60","","","","","","","",""
"1","13112","SDS011","Nova Fitness","14","P1","5266261211","9.83","2018-12-11 13:45:57","2476386573","49.7520","LU","6622","6.1000","240.9","null"
"","","","","","P2","5266261212","2.47","","","","","","","",""
"7","13113","DHT22","various","9","humidity","5266261321","99.90","2018-12-11 13:45:58","2476386625","49.7520","LU","6622","6.1000","240.9","null"
"","","","","","temperature","5266261319","5.50","","","","","","","",""
"1","12910","SDS011","Nova Fitness","14","P1","5266265944","8.93","2018-12-11 13:46:27","2476388813","49.7580","LU","6523","6.1200","241.1","null"
"","","","","","P2","5266265945","5.83","","","","","","","",""
"7","12911","DHT22","various","9","humidity","5266266008","99.90","2018-12-11 13:46:27","2476388843","49.7580","LU","6523","6.1200","241.1","null"
"","","","","","temperature","5266266007","5.40","","","","","","","",""
"1","12725","SDS011","Nova Fitness","14","P1","5266267428","5.50","2018-12-11 13:46:36","2476389509","49.7540","LU","6427","6.1060","244.1","null"
"","","","","","P2","5266267429","2.37","","","","","","","",""
"7","12726","DHT22","various","9","humidity","5266267472","77.90","2018-12-11 13:46:37","2476389530","49.7540","LU","6427","6.1060","244.1","null"
"","","","","","temperature","5266267471","7.10","","","","","","","",""
"1","18342","SDS011","Nova Fitness","14","P1","5266270288","6.30","2018-12-11 13:46:54","2476390858","49.7440","LU","9298","6.0820","225.6","null"
"","","","","","P2","5266270289","2.00","","","","","","","",""
"7","14248","DHT22","various","9","humidity","5266270302","99.90","2018-12-11 13:46:54","2476390864","49.8260","LU","7208","6.0040","361.3","null"
"","","","","","temperature","5266270301","5.90","","","","","","","",""
"7","18343","DHT22","various","9","humidity","5266270347","97.60","2018-12-11 13:46:55","2476390885","49.7440","LU","9298","6.0820","225.6","null"
"","","","","","temperature","5266270345","9.50","","","","","","","",""
"1","12114","SDS011","Nova Fitness","14","P1","5266270941","5.90","2018-12-11 13:46:57","2476391174","49.8100","LU","6121","6.4180","165.9","null"
"","","","","","P2","5266270942","4.17","","","","","","","",""
"7","12115","DHT22","various","9","humidity","5266270982","99.90","2018-12-11 13:46:57","2476391193","49.8100","LU","6121","6.4180","165.9","null"
"","","","","","temperature","5266270980","8.90","","","","","","","",""
"1","13281","SDS011","Nova Fitness","14","P1","5266271768","0.00","2018-12-11 13:47:02","2476391567","49.7560","LU","6709","6.1160","225.2","null"
"","","","","","P2","5266271770","0.00","","","","","","","",""
"7","13282","DHT22","various","9","humidity","5266271824","56.90","2018-12-11 13:47:03","2476391593","49.7560","LU","6709","6.1160","225.2","null"
"","","","","","temperature","5266271823","16.80","","","","","","","",""
"1","13317","SDS011","Nova Fitness","14","P1","5266272722","4.7","2018-12-11 13:47:09","2476392022","49.7560","LU","6728","6.1280","303.6","null"
"","","","","","P2","5266272721","2.4","","","","","","","",""
"11","13318","BME280","Bosch","17","humidity","5266272797","90.3","2018-12-11 13:47:09","2476392054","49.7560","LU","6728","6.1280","303.6","null"
"","","","","","pressure","5266272795","0","","","","","","","",""
"","","","","","temperature","5266272796","4.5","","","","","","","",""
"","","","","","pressure_at_sealevel","","0","","","","","","","",""
"1","12699","SDS011","Nova Fitness","14","P1","5266274300","6.77","2018-12-11 13:47:19","2476392774","49.5700","LU","6414","6.0600","328.9","null"
"","","","","","P2","5266274301","3.73","","","","","","","",""
"7","12700","DHT22","various","9","humidity","5266274362","99.90","2018-12-11 13:47:19","2476392803","49.5700","LU","6414","6.0600","328.9","null"
"","","","","","temperature","5266274361","3.10","","","","","","","",""
"1","12886","SDS011","Nova Fitness","14","P1","5266275715","6.62","2018-12-11 13:47:28","2476393451","49.7460","LU","6511","6.0940","229.9","null"
"","","","","","P2","5266275716","2.50","","","","","","","",""
"7","12887","DHT22","various","9","humidity","5266275762","97.50","2018-12-11 13:47:29","2476393472","49.7460","LU","6511","6.0940","229.9","null"
"","","","","","temperature","5266275761","15.90","","","","","","","",""
"1","18971","SDS011","Nova Fitness","14","P1","5266275838","6.10","2018-12-11 13:47:29","2476393508","49.7440","LU","9620","6.0960","231.9","null"
"","","","","","P2","5266275839","2.50","","","","","","","",""
"7","18972","DHT22","various","9","humidity","5266275908","75.50","2018-12-11 13:47:30","2476393539","49.7440","LU","9620","6.0960","231.9","null"
"","","","","","temperature","5266275906","5.70","","","","","","","",""
"1","7971","SDS011","Nova Fitness","14","P1","5266276079","5.50","2018-12-11 13:47:30","2476393624","49.7580","LU","4031","6.1200","240.6","null"
"","","","","","P2","5266276080","2.97","","","","","","","",""
"7","7972","DHT22","various","9","humidity","5266276155","99.90","2018-12-11 13:47:31","2476393660","49.7580","LU","4031","6.1200","240.6","null"
"","","","","","temperature","5266276154","7.60","","","","","","","",""
"1","16703","SDS011","Nova Fitness","14","P1","5266278764","3.53","2018-12-11 13:47:47","2476394913","49.8580","LU","8468","6.1140","201.1","null"
"","","","","","P2","5266278765","2.53","","","","","","","",""
