"location__latitude","location__country","location__altitude","location__longitude","location__id","timestamp","sensor__pin","sensor__sensor_type__manufacturer","sensor__sensor_type__name","sensor__sensor_type__id","sensor__id","sensordatavalues__value_type","sensordatavalues__value","sensordatavalues__id","sampling_rate","id"
"49.7460","LU","229.9","6.0940","6511","2018-12-21 17:03:33","7","various","DHT22","9","12887","humidity","99.90","5408652398","null","2543999449"
"","","","","","","","","","","","temperature","12.00","5408652397","",""
"49.8580","LU","201.1","6.1140","8468","2018-12-21 17:03:42","1","Nova Fitness","SDS011","14","16703","P1","0.78","5408653877","null","2544000152"
"","","","","","","","","","","","P2","0.70","5408653878","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-21 17:03:52","1","Nova Fitness","SDS011","14","12008","P1","0.63","5408655443","null","2544000894"
"","","","","","","","","","","","P2","0.43","5408655445","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-21 17:03:52","7","various","DHT22","9","12009","humidity","99.90","5408655524","null","2544000932"
"","","","","","","","","","","","temperature","12.40","5408655523","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-21 17:04:20","1","Nova Fitness","SDS011","14","12760","P1","1.93","5408659905","null","2544003012"
"","","","","","","","","","","","P2","1.57","5408659906","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-21 17:04:20","7","various","DHT22","9","12761","humidity","99.90","5408659986","null","2544003052"
"","","","","","","","","","","","temperature","11.80","5408659985","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-21 17:04:44","1","Nova Fitness","SDS011","14","13112","P1","2.70","5408663597","null","2544004768"
"","","","","","","","","","","","P2","2.00","5408663598","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-21 17:04:45","7","various","DHT22","9","13113","humidity","99.90","5408663672","null","2544004804"
"","","","","","","","","","","","temperature","11.90","5408663670","",""
"49.5920","LU","287.7","6.1400","4740","2018-12-21 17:04:47","1","Nova Fitness","SDS011","14","9400","P1","1.03","5408664095","null","2544005004"
"","","","","","","","","","","","P2","0.70","5408664096","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-21 17:04:59","1","Nova Fitness","SDS011","14","18342","P1","2.35","5408665834","null","2544005825"
"","","","","","","","","","","","P2","0.82","5408665835","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-21 17:05:00","7","various","DHT22","9","18343","humidity","99.90","5408665886","null","2544005851"
"","","","","","","","","","","","temperature","11.90","5408665884","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-21 17:05:02","1","Nova Fitness","SDS011","14","12114","P1","1.30","5408666364","null","2544006081"
"","","","","","","","","","","","P2","1.20","5408666376","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-21 17:05:03","7","various","DHT22","9","12115","humidity","99.90","5408666633","null","2544006207"
"","","","","","","","","","","","temperature","12.70","5408666631","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-21 17:05:12","1","Nova Fitness","SDS011","14","12725","P1","0.63","5408668921","null","2544007291"
"","","","","","","","","","","","P2","0.50","5408668922","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-21 17:05:12","7","various","DHT22","9","12726","humidity","90.90","5408668993","null","2544007325"
"","","","","","","","","","","","temperature","13.00","5408668992","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-21 17:05:20","1","Nova Fitness","SDS011","14","18971","P1","2.53","5408670280","null","2544007932"
"","","","","","","","","","","","P2","1.40","5408670281","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-21 17:05:20","7","various","DHT22","9","18972","humidity","94.90","5408670335","null","2544007958"
"","","","","","","","","","","","temperature","12.10","5408670334","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-21 17:05:31","1","Nova Fitness","SDS011","14","13847","P1","7.35","5408672073","null","2544008785"
"","","","","","","","","","","","P2","0.40","5408672075","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-21 17:05:31","7","various","DHT22","9","13848","humidity","99.90","5408672135","null","2544008813"
"","","","","","","","","","","","temperature","12.80","5408672134","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-21 17:05:32","1","Nova Fitness","SDS011","14","12910","P1","1.87","5408672327","null","2544008903"
"","","","","","","","","","","","P2","0.77","5408672328","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-21 17:05:32","7","various","DHT22","9","12911","humidity","99.90","5408672393","null","2544008933"
"","","","","","","","","","","","temperature","12.00","5408672391","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-21 17:05:57","1","Nova Fitness","SDS011","14","13281","P1","0.00","5408676228","null","2544010753"
"","","","","","","","","","","","P2","0.00","5408676229","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-21 17:05:57","1","Nova Fitness","SDS011","14","7971","P1","0.97","5408676262","null","2544010769"
"","","","","","","","","","","","P2","0.80","5408676263","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-21 17:05:57","7","various","DHT22","9","13282","humidity","55.60","5408676305","null","2544010789"
"","","","","","","","","","","","temperature","17.90","5408676304","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-21 17:05:57","7","various","DHT22","9","7972","humidity","99.90","5408676317","null","2544010795"
"","","","","","","","","","","","temperature","11.30","5408676316","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-21 17:05:59","1","Nova Fitness","SDS011","14","12886","P1","1.70","5408676615","null","2544010938"
"","","","","","","","","","","","P2","0.80","5408676616","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-21 17:05:59","7","various","DHT22","9","12887","humidity","99.90","5408676663","null","2544010961"
"","","","","","","","","","","","temperature","12.00","5408676662","",""
"49.8580","LU","201.1","6.1140","8468","2018-12-21 17:06:10","1","Nova Fitness","SDS011","14","16703","P1","0.57","5408678398","null","2544011789"
"","","","","","","","","","","","P2","0.57","5408678401","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-21 17:06:18","1","Nova Fitness","SDS011","14","12008","P1","1.30","5408679682","null","2544012383"
"","","","","","","","","","","","P2","0.77","5408679683","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-21 17:06:19","7","various","DHT22","9","12009","humidity","99.90","5408679751","null","2544012418"
"","","","","","","","","","","","temperature","12.30","5408679750","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-21 17:06:47","1","Nova Fitness","SDS011","14","12760","P1","4.97","5408684102","null","2544014487"
"","","","","","","","","","","","P2","3.05","5408684103","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-21 17:06:47","7","various","DHT22","9","12761","humidity","99.90","5408684167","null","2544014519"
"","","","","","","","","","","","temperature","11.70","5408684166","",""
