"location__latitude","location__country","location__altitude","location__longitude","location__id","timestamp","sensor__pin","sensor__sensor_type__manufacturer","sensor__sensor_type__name","sensor__sensor_type__id","sensor__id","sensordatavalues__value_type","sensordatavalues__value","sensordatavalues__id","sampling_rate","id"
"49.5860","LU","175.8","6.3620","6063","2018-12-18 12:52:38","1","Nova Fitness","SDS011","14","12008","P1","8.73","5363561361","null","2522590322"
"","","","","","","","","","","","P2","4.63","5363561363","",""
"49.5860","LU","175.8","6.3620","6063","2018-12-18 12:52:38","7","various","DHT22","9","12009","humidity","99.90","5363561398","null","2522590339"
"","","","","","","","","","","","temperature","16.80","5363561397","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-18 12:52:44","1","Nova Fitness","SDS011","14","13112","P1","6.97","5363562324","null","2522590775"
"","","","","","","","","","","","P2","3.57","5363562326","",""
"49.7520","LU","240.9","6.1000","6622","2018-12-18 12:52:47","7","various","DHT22","9","13113","humidity","99.90","5363562929","null","2522591061"
"","","","","","","","","","","","temperature","6.70","5363562928","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-18 12:52:57","1","Nova Fitness","SDS011","14","13847","P1","11.55","5363564733","null","2522591903"
"","","","","","","","","","","","P2","4.25","5363564734","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-18 12:52:57","7","various","DHT22","9","13848","humidity","97.40","5363564781","null","2522591925"
"","","","","","","","","","","","temperature","9.30","5363564780","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-18 12:52:58","1","Nova Fitness","SDS011","14","7971","P1","4.83","5363564896","null","2522591980"
"","","","","","","","","","","","P2","3.63","5363564898","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-18 12:52:59","7","various","DHT22","9","7972","humidity","99.90","5363564947","null","2522592004"
"","","","","","","","","","","","temperature","8.30","5363564946","",""
"49.5920","LU","287.7","6.1400","4740","2018-12-18 12:53:09","1","Nova Fitness","SDS011","14","9400","P1","11.73","5363566558","null","2522592769"
"","","","","","","","","","","","P2","6.17","5363566559","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-18 12:53:13","1","Nova Fitness","SDS011","14","12114","P1","12.73","5363567148","null","2522593051"
"","","","","","","","","","","","P2","8.07","5363567150","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-18 12:53:13","7","various","DHT22","9","12115","humidity","99.90","5363567195","null","2522593071"
"","","","","","","","","","","","temperature","10.60","5363567194","",""
"49.5420","LU","265.7","6.1980","6626","2018-12-18 12:53:42","7","various","DHT22","9","13121","humidity","99.90","5363570995","null","2522594877"
"","","","","","","","","","","","temperature","5.70","5363570994","",""
"49.8580","LU","201.1","6.1140","8468","2018-12-18 12:54:09","1","Nova Fitness","SDS011","14","16703","P1","4.87","5363575505","null","2522597013"
"","","","","","","","","","","","P2","3.63","5363575506","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-18 12:54:31","1","Nova Fitness","SDS011","14","12910","P1","12.07","5363578973","null","2522598666"
"","","","","","","","","","","","P2","6.20","5363578975","",""
"49.7580","LU","241.1","6.1200","6523","2018-12-18 12:54:32","7","various","DHT22","9","12911","humidity","99.90","5363579096","null","2522598726"
"","","","","","","","","","","","temperature","6.60","5363579095","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-18 12:54:34","1","Nova Fitness","SDS011","14","12886","P1","5.78","5363579603","null","2522598972"
"","","","","","","","","","","","P2","4.40","5363579604","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-18 12:54:34","1","Nova Fitness","SDS011","14","18342","P1","8.10","5363579643","null","2522598990"
"","","","","","","","","","","","P2","3.57","5363579644","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-18 12:54:34","1","Nova Fitness","SDS011","14","13281","P1","0.00","5363579645","null","2522598991"
"","","","","","","","","","","","P2","0.00","5363579646","",""
"49.7460","LU","229.9","6.0940","6511","2018-12-18 12:54:34","7","various","DHT22","9","12887","humidity","99.90","5363579668","null","2522599002"
"","","","","","","","","","","","temperature","11.60","5363579667","",""
"49.7440","LU","225.6","6.0820","9298","2018-12-18 12:54:34","7","various","DHT22","9","18343","humidity","99.90","5363579692","null","2522599014"
"","","","","","","","","","","","temperature","12.30","5363579691","",""
"49.7560","LU","225.2","6.1160","6709","2018-12-18 12:54:34","7","various","DHT22","9","13282","humidity","53.60","5363579696","null","2522599016"
"","","","","","","","","","","","temperature","16.90","5363579695","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-18 12:54:36","1","Nova Fitness","SDS011","14","12760","P1","10.50","5363580082","null","2522599201"
"","","","","","","","","","","","P2","5.63","5363580083","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-18 12:54:36","1","Nova Fitness","SDS011","14","18971","P1","10.47","5363580108","null","2522599214"
"","","","","","","","","","","","P2","6.07","5363580109","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-18 12:54:36","1","Nova Fitness","SDS011","14","12725","P1","8.37","5363580154","null","2522599235"
"","","","","","","","","","","","P2","4.43","5363580155","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-18 12:54:36","7","various","DHT22","9","12761","humidity","99.90","5363580197","null","2522599255"
"","","","","","","","","","","","temperature","6.30","5363580196","",""
"49.7440","LU","231.9","6.0960","9620","2018-12-18 12:54:36","7","various","DHT22","9","18972","humidity","93.30","5363580254","null","2522599280"
"","","","","","","","","","","","temperature","6.20","5363580252","",""
"49.7540","LU","244.1","6.1060","6427","2018-12-18 12:54:36","7","various","DHT22","9","12726","humidity","89.70","5363580293","null","2522599299"
"","","","","","","","","","","","temperature","7.80","5363580291","",""
