"location__latitude","location__country","location__altitude","location__longitude","location__id","timestamp","sensor__pin","sensor__sensor_type__manufacturer","sensor__sensor_type__name","sensor__sensor_type__id","sensor__id","sensordatavalues__value_type","sensordatavalues__value","sensordatavalues__id","sampling_rate","id"
"49.7520","LU","240.9","6.1000","6622","2018-12-20 11:09:44","7","various","DHT22","9","13113","humidity","99.90","5390888452","null","2535568153"
"","","","","","","","","","","","temperature","7.10","5390888451","",""
"49.5700","LU","328.9","6.0600","6414","2018-12-20 11:10:13","1","Nova Fitness","SDS011","14","12699","P1","6.47","5390894262","null","2535570928"
"","","","","","","","","","","","P2","1.95","5390894263","",""
"49.5700","LU","328.9","6.0600","6414","2018-12-20 11:10:13","7","various","DHT22","9","12700","humidity","99.90","5390894326","null","2535570958"
"","","","","","","","","","","","temperature","6.40","5390894325","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-20 11:10:16","1","Nova Fitness","SDS011","14","13847","P1","7.22","5390894711","null","2535571143"
"","","","","","","","","","","","P2","6.53","5390894716","",""
"49.7520","LU","231.8","6.0940","6994","2018-12-20 11:10:16","7","various","DHT22","9","13848","humidity","99.90","5390894778","null","2535571173"
"","","","","","","","","","","","temperature","9.00","5390894777","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-20 11:10:43","1","Nova Fitness","SDS011","14","12114","P1","4.13","5390898776","null","2535573069"
"","","","","","","","","","","","P2","1.90","5390898777","",""
"49.8100","LU","165.9","6.4180","6121","2018-12-20 11:10:44","7","various","DHT22","9","12115","humidity","99.90","5390898857","null","2535573107"
"","","","","","","","","","","","temperature","9.40","5390898854","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-20 11:10:53","1","Nova Fitness","SDS011","14","12760","P1","6.23","5390900749","null","2535574019"
"","","","","","","","","","","","P2","2.00","5390900751","",""
"49.7420","LU","225.5","6.1140","6444","2018-12-20 11:10:54","7","various","DHT22","9","12761","humidity","99.90","5390900852","null","2535574069"
"","","","","","","","","","","","temperature","6.80","5390900851","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-20 11:10:54","1","Nova Fitness","SDS011","14","7971","P1","1.72","5390900891","null","2535574090"
"","","","","","","","","","","","P2","1.37","5390900899","",""
"49.7580","LU","240.6","6.1200","4031","2018-12-20 11:10:54","7","various","DHT22","9","7972","humidity","99.90","5390901058","null","2535574167"
"","","","","","","","","","","","temperature","6.90","5390901056","",""
